,id_str,created_at,user.screen_name,user.location,retweeted_status.created_at,text,extended_tweet.full_text
2172,1186680615204057088,Tue Oct 22 16:28:00 +0000 2019,pequismile,"Santiago, Chile",Mon Oct 21 22:42:03 +0000 2019,RT @sofisegoviad: Uno de los tantos cambios que se necesitan #EstoPasaEnChile #ChileDespierta #pinerarenuncia https://t.co/DLikJXshON,
2184,1186680619612463106,Tue Oct 22 16:28:01 +0000 2019,DianaSaavedraL1,"Santiago, Metropolitana de San",Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
2199,1186680621348904967,Tue Oct 22 16:28:02 +0000 2019,Pippen_666,Monumental David Arellano.,Tue Oct 22 16:27:18 +0000 2019,"RT @Radio19deAbril: Serás recordado @sebastianpinera como un ¡ASESINO! 

#PiñeraRenuncia
#PineraYaSeVa
#ChileResiste
#PineraDictador
#Chadw…",
2208,1186680623106269184,Tue Oct 22 16:28:02 +0000 2019,frannajoes,,Tue Oct 22 16:19:33 +0000 2019,RT @4lp4c4_3: Por los 15 asesinatos y miles de víctimas de la Dictadura del cobarde Pinochetista @sebastianpinera y sus cobarde lacayos y p…,
2213,1186680623559262209,Tue Oct 22 16:28:02 +0000 2019,ClaudiacaVet,,Mon Oct 21 22:42:03 +0000 2019,RT @sofisegoviad: Uno de los tantos cambios que se necesitan #EstoPasaEnChile #ChileDespierta #pinerarenuncia https://t.co/DLikJXshON,
2228,1186680625568333824,Tue Oct 22 16:28:03 +0000 2019,FcoAlonso88,Arkham Asylum,,"Ahí te arreglé otro tuit @sebastianpinera
#PiñeraRenuncia
#AbajoElGobierno
#PineraDictador https://t.co/hlMBcp7TFw",
2252,1186680632438599681,Tue Oct 22 16:28:04 +0000 2019,CarlosIvanArro1,Ventanas...Chile,Tue Oct 22 04:42:54 +0000 2019,"RT @mavaroj1: Que tu asesinato no sea en vano!!
Chadwick debe renunciar
#pinerarenuncia #piñeraasesino #ChileResiste #ChileDesperto https:/…",
2268,1186680636477788162,Tue Oct 22 16:28:05 +0000 2019,NmManuela,,Tue Oct 22 02:41:32 +0000 2019,RT @robiogen: Que el mundo sepa que Piñera es un dictador ! #piñeradictador #chileprotestas https://t.co/33eRr9ord8,
2314,1186680645516513281,Tue Oct 22 16:28:08 +0000 2019,kenaes,chile,Tue Oct 22 15:55:18 +0000 2019,RT @grandovich: Espectacular apoyo para pedir la #renunciapiñera https://t.co/3yg4ZTXGLZ,
2332,1186680650117636098,Tue Oct 22 16:28:09 +0000 2019,QAnjojo,,Mon Oct 21 21:05:03 +0000 2019,"RT @1ChavistaMaduro: #EstoPasaEnChile ....
Pinochet Alias @sebastianpinera
Dijo: ""Estamos en Guerra""

Con quien con un pueblo desarmado ??…",
2395,1186680668216012800,Tue Oct 22 16:28:13 +0000 2019,RafaelGoudet,,Tue Oct 22 15:35:00 +0000 2019,"RT @MariAleAguirre: #Chile en guerra, como le gusta a  @sebastianpinera 👇 https://t.co/GdGXZEH82j

#QueSeVayanLosMilicos",
2397,1186680668954202112,Tue Oct 22 16:28:13 +0000 2019,syvrenya,SUR DE VENEZUELA,Mon Oct 21 21:19:08 +0000 2019,RT @EduardoViloriaD: Los medios son pilar central de gobiernos auroritarios como el de @sebastianpinera: ocultan sus crímenes y criminaliza…,
2401,1186680670627794947,Tue Oct 22 16:28:13 +0000 2019,ConsueloAna2711,,Tue Oct 22 15:19:10 +0000 2019,RT @vivigather: #BOMBAZO difundir la doctrina del shock cabres ...vamos en el 4... Nadie le cree al #piñeradictador @CHVNoticias..pongan al…,
2403,1186680671516921856,Tue Oct 22 16:28:14 +0000 2019,BascuanDaniel,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
2431,1186680678525612033,Tue Oct 22 16:28:15 +0000 2019,pipares,,Tue Oct 22 16:27:18 +0000 2019,"RT @Radio19deAbril: Serás recordado @sebastianpinera como un ¡ASESINO! 

#PiñeraRenuncia
#PineraYaSeVa
#ChileResiste
#PineraDictador
#Chadw…",
2432,1186680679439982592,Tue Oct 22 16:28:16 +0000 2019,Hanamic61194812,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
2444,1186680682417930241,Tue Oct 22 16:28:16 +0000 2019,Kaiya_twt,,Tue Oct 22 16:09:35 +0000 2019,RT @Montt_see: El ya dijo lo que todos pensamos   #QueSeVayanLosMilicos #EstoPasaEnChile #renunciapineira https://t.co/5Qrn9tokhx,
2492,1186680693893586945,Tue Oct 22 16:28:19 +0000 2019,gomezjcg130,,Tue Oct 22 16:08:38 +0000 2019,"RT @ZurditaFilosofa: Quieren sacar a #piñeradictador del poder? 
Entonces desmuestrenlo 
#AcusacionConstitucionalPiñera
Ahora ya!!!
@Camara…",
2517,1186680698889031683,Tue Oct 22 16:28:20 +0000 2019,alanjimenezh,"Ñuñoa, Santiago",Tue Oct 22 16:17:03 +0000 2019,RT @juanrojas_g: Represión inmediata en plaza italia #quesevayanlosmilicos #piñerarenuncia,
2543,1186680704941350913,Tue Oct 22 16:28:22 +0000 2019,rcarri_,,,Que se sepa esto LOS MILICOS CULIAOS ESTÁN MATANDO EN COQUIMBO Y EN TODO CHILE #piñerarenuncia #PineraDictador… https://t.co/CprHHY5LCo,Que se sepa esto LOS MILICOS CULIAOS ESTÁN MATANDO EN COQUIMBO Y EN TODO CHILE #piñerarenuncia #PineraDictador #saquenalosmilicosdelascalles #ChileDespertoً #Coquimbo https://t.co/NmxJvcRVxI
2570,1186680712688230402,Tue Oct 22 16:28:24 +0000 2019,elmassidlagente,,Tue Oct 22 16:23:19 +0000 2019,"RT @sergioVillone: #QueSeVayanLosMilicos
#Estopasaenchile 
#AbajoElGobierno
#renunciapineira

Otro montaje de las fuerzas represivas del go…",
2575,1186680713409634304,Tue Oct 22 16:28:24 +0000 2019,Estefani587,Chile ,Tue Oct 22 12:56:12 +0000 2019,RT @HermannPabli: Gracias @sebastianpinera por los ‘tiempos mejores’. Despertaste a toda una generación que va a la calle sin miedo a tu re…,
2585,1186680716995760129,Tue Oct 22 16:28:25 +0000 2019,LosdAbajoAntifa,,,A la calle #PineraDictador #piñerarenuncia https://t.co/5cKLZ2t8Nv,
2638,1186680730958680065,Tue Oct 22 16:28:28 +0000 2019,Topito87809153,,Mon Oct 21 21:46:05 +0000 2019,RT @CrbzOficial: A quemarropa contra gente desarmada: así actúa el ejército chileno lanzado a la calle por @sebastianpinera después de que…,
2650,1186680733055832065,Tue Oct 22 16:28:28 +0000 2019,gonzaloroa2013,,Tue Oct 22 03:29:56 +0000 2019,RT @DrodriguezVen: Es lamentable q violación descarada y masiva de los DDHH en la dictadura pinochetista de @sebastianpinera cuente con la…,
2662,1186680736411193344,Tue Oct 22 16:28:29 +0000 2019,dankollb,,Tue Oct 22 15:46:32 +0000 2019,"RT @milanbb_: Me imagino a @sebastianpinera en su despacho empresarial diciendo: ""pero cómo, lo intentamos con las 3 ciencias de gobierno:…",
2696,1186680745806520322,Tue Oct 22 16:28:31 +0000 2019,Fran_perejil,"San Pedro de Atacama, Chile",Tue Oct 22 02:41:32 +0000 2019,RT @robiogen: Que el mundo sepa que Piñera es un dictador ! #piñeradictador #chileprotestas https://t.co/33eRr9ord8,
2719,1186680750059524097,Tue Oct 22 16:28:32 +0000 2019,dani85cofre,Gente de la tierra ,,"Salieron del hospital y @Carabdechile empieza a reprimir son mala onda los pacos
#temuco #Araucania #renunciapiñera",
2722,1186680750629888000,Tue Oct 22 16:28:33 +0000 2019,Emilia16_,,Tue Oct 22 01:23:41 +0000 2019,RT @Inforojita: Así @sebastianpinera y su combo de delincuentes humillan al pueblo chileno por protestar por sus derechos!!! Fuera Piñera d…,
2763,1186680759442124800,Tue Oct 22 16:28:35 +0000 2019,Lore91018,Chile,Tue Oct 22 16:25:38 +0000 2019,RT @CrissRock92: Registros del gobierno manejando la crisis social en chile ... 😂😂😂 Notable !!! #quesevayanlosmilicos #piñeradictador #renu…,
2765,1186680760734015488,Tue Oct 22 16:28:35 +0000 2019,Seguelazo,Sta Juana / Santiago,,"15 muertos: 11 en la RM, 2 en Coquimbo, 1 Talcahuano, 1 Curicó.

0 renuncias.

#QueSeVayanLosMilicos",
2790,1186680767679782916,Tue Oct 22 16:28:37 +0000 2019,SsantanaSergio,Puerto Montt ,Tue Oct 22 16:25:38 +0000 2019,RT @CrissRock92: Registros del gobierno manejando la crisis social en chile ... 😂😂😂 Notable !!! #quesevayanlosmilicos #piñeradictador #renu…,
2810,1186680771618267136,Tue Oct 22 16:28:38 +0000 2019,williamjrd,Monagas-Caracas-Tachira,Tue Oct 22 15:35:00 +0000 2019,"RT @MariAleAguirre: #Chile en guerra, como le gusta a  @sebastianpinera 👇 https://t.co/GdGXZEH82j

#QueSeVayanLosMilicos",
2830,1186680776508743681,Tue Oct 22 16:28:39 +0000 2019,ShiroTaeBTS,El mejor pais de Chile ,Tue Oct 22 16:25:38 +0000 2019,RT @CrissRock92: Registros del gobierno manejando la crisis social en chile ... 😂😂😂 Notable !!! #quesevayanlosmilicos #piñeradictador #renu…,
2831,1186680776789839872,Tue Oct 22 16:28:39 +0000 2019,Kreadisen,Planeta Tierra,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
2885,1186680790391939078,Tue Oct 22 16:28:42 +0000 2019,mrkimvkk,,Mon Oct 21 21:26:04 +0000 2019,"RT @bngtanneedy: ""¿Por qué no se van, no se van del país?""

Este es el enemigo poderoso de piñera 

#ChileDesperto #EstoPasaEnChile 
 https…",
2889,1186680790886866946,Tue Oct 22 16:28:42 +0000 2019,FreddyArceAlar1,,Tue Oct 22 16:25:38 +0000 2019,RT @CrissRock92: Registros del gobierno manejando la crisis social en chile ... 😂😂😂 Notable !!! #quesevayanlosmilicos #piñeradictador #renu…,
2893,1186680791138492416,Tue Oct 22 16:28:42 +0000 2019,kattekent,"santiago,chile",Tue Oct 22 16:24:21 +0000 2019,"RT @JavierRosende: @BBC_HaveYourSay #EstoPasaEnChileً 
@sebastianpinera hasta cuando se hace el weon delincuente? Perdón, presidente....
#E…",
2906,1186680794040930304,Tue Oct 22 16:28:43 +0000 2019,LilaLanaLover,Valparaíso,,"Queremos nombres, no son simple muertos, fueron asesinados bajo el gobierno de @sebastianpinera #PiñeraDictador",
2943,1186680801020338176,Tue Oct 22 16:28:45 +0000 2019,indiepir,,Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
2953,1186680802089807872,Tue Oct 22 16:28:45 +0000 2019,IAmAmarok,Santiago,,@sebastianpinera @baradit @ValdebenitoNata @anatijoux @AnaMariaGazmuri @ConySchon @eldesconcierto @biobio… https://t.co/LqWcR8OspK,"@sebastianpinera @baradit @ValdebenitoNata @anatijoux @AnaMariaGazmuri @ConySchon @eldesconcierto @biobio @PiensaPrensa @gonzalowinter @GaelDiputada 3. Ignora a los bots y los trolls pagados

Si dudas de la información que abunda en las redes sociales, puedes seguir a los influencers chilenos como: @baradit, @ValdebenitoNata, @anatijoux y replicar sus mensajes.

#EstoPasaEnChileً #QueSeVayanLosMilicos https://t.co/mUTJDCaxeL"
2957,1186680804690280449,Tue Oct 22 16:28:45 +0000 2019,AbogadoEdanherd,Región Larense,Tue Oct 22 03:29:56 +0000 2019,RT @DrodriguezVen: Es lamentable q violación descarada y masiva de los DDHH en la dictadura pinochetista de @sebastianpinera cuente con la…,
2962,1186680806665834498,Tue Oct 22 16:28:46 +0000 2019,yubicarito,"domeyko,chile",Tue Oct 22 16:10:33 +0000 2019,RT @LuisAOCx: #RenunciaPiñera #QueSeVayanLosMilicos #EstoPasaEnChileً  #renunciapineira #ParoNacional ¡VIVA CHILE MIERDA! 🇨🇱 https://t.co/C…,
2965,1186680807307517954,Tue Oct 22 16:28:46 +0000 2019,aralotes,,Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
2970,1186680807987011584,Tue Oct 22 16:28:46 +0000 2019,manuela44915820,,,"Ineptos, no saben dar soluciones al pueblo, solo piensan en ustedes y su burbuja de mierda #Piñerarenuncia #PineraDictador #RenunciaPiñera",
3013,1186680819995291648,Tue Oct 22 16:28:49 +0000 2019,frantan21,Chile,Tue Oct 22 04:36:48 +0000 2019,RT @fancibwl: El equipo de bbc News estaba entrevistando a este chico y simplemente le hicieron esto @inddhh  #piñeradictador https://t.co/…,
3014,1186680820301475840,Tue Oct 22 16:28:49 +0000 2019,ArrowDonoso,Starling City; Montecristo;,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3022,1186680822713241600,Tue Oct 22 16:28:50 +0000 2019,julesaghh,"Capital Federal, Buenos Aires",Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
3031,1186680823875022848,Tue Oct 22 16:28:50 +0000 2019,luis_alarcon,Concepción,Tue Oct 22 16:13:25 +0000 2019,"RT @thoraya_munoz19: Lo único bueno de tu gobierno @sebastianpinera fue subir los $30 ... Y DESPERTAR A CHILE ! 
VUELA ALTO CTM 🤣🤣🤣 

#Renu…",
3044,1186680827998101505,Tue Oct 22 16:28:51 +0000 2019,pia_llanquilef,Santiago,Mon Oct 21 20:09:57 +0000 2019,RT @danieljadue: 🔴 AHORA: Junto a alcaldes y alcaldesa de oposición rechazamos conducción de @sebastianpinera y pedimos estudiar gratuidad…,
3068,1186680834700578817,Tue Oct 22 16:28:53 +0000 2019,Emilia97621508,Las Condes,,@CNNChile tal vez ?? Tal vez cedamos en eso?? Y este ctm que se cree?? #PiñeraDictador @sebastianpinera… https://t.co/A2PaAq5Fq9,@CNNChile tal vez ?? Tal vez cedamos en eso?? Y este ctm que se cree?? #PiñeraDictador @sebastianpinera #Chadwickasesino @GobiernodeChile #NosCansamosNosUnimos
3083,1186680837707829248,Tue Oct 22 16:28:53 +0000 2019,unamalapraxis,Uruwhy,Mon Oct 21 19:48:49 +0000 2019,RT @espectro2019: Ahí está el enemigo poderoso de la guerra que dice piñera #EstoPasaEnChile https://t.co/PyCnbxPLxD,
3086,1186680838378926084,Tue Oct 22 16:28:53 +0000 2019,ANTOFAGASTA,"Antofagasta, Chile",Tue Oct 22 10:15:36 +0000 2019,RT @vanesitadelsure: #EstoPasaEnChileً que no nos engañen #piñeradictador https://t.co/QawWYOcPzO,
3120,1186680846872387584,Tue Oct 22 16:28:56 +0000 2019,iFluffyKitsu,"Santiago, Chile ⠀ ⠀ ⠀",Tue Oct 22 16:10:00 +0000 2019,"RT @MiPropioMantra: Esto le decía @sebastianpineraa @NicolasMaduro, la derecha Chilena siempre fue, es y será una mierda sin vergüenza  #Qu…",
3125,1186680847761661952,Tue Oct 22 16:28:56 +0000 2019,csancri,"Santiago, Chile",Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
3147,1186680853474230272,Tue Oct 22 16:28:57 +0000 2019,gaivac18,,,#piñeradictador deben estar con cagaera las cuicas,
3155,1186680855051280386,Tue Oct 22 16:28:57 +0000 2019,ssughae,,Tue Oct 22 16:23:43 +0000 2019,RT @staykv: Este es el enemigo poderoso que habla piñera https://t.co/cWfvY7ZMqu,
3200,1186680866577276929,Tue Oct 22 16:29:00 +0000 2019,JCondezaG,Santiago Chile,,Si se puede!!! Asi como vamos si se puede lograr !!!  Salud digna !!   #chiledesperto #renunciapiñera… https://t.co/EbqEn8z7CI,Si se puede!!! Asi como vamos si se puede lograr !!!  Salud digna !!   #chiledesperto #renunciapiñera #mañalichpalacasa
3203,1186680867399393281,Tue Oct 22 16:29:00 +0000 2019,LopusinaW,,Tue Oct 22 15:14:24 +0000 2019,RT @GatosQls: Que quede claro que no es por respeto. El respeto se gana.👌🇨🇱🔥 #gatosqls #renunciapiñera #cierrenporfuera https://t.co/Ruv2XW…,
3210,1186680869039366144,Tue Oct 22 16:29:01 +0000 2019,Liss_chan,Chile,Tue Oct 22 01:55:06 +0000 2019,RT @monlaferte: Que esperas? @sebastianpinera el mundo te está observando #Piñeradictador,
3213,1186680869555228673,Tue Oct 22 16:29:01 +0000 2019,titinchago,,Tue Oct 22 16:16:49 +0000 2019,RT @4lp4c4_3: Por los 15 asesinatos y miles de víctimas de la Dictadura del cobarde Pinochetista @sebastianpinera y sus cobarde lacayos y p…,
3220,1186680871828545536,Tue Oct 22 16:29:01 +0000 2019,cgarciado,"Republica Cruzada, Viña ",Tue Oct 22 16:28:35 +0000 2019,"RT @Seguelazo: 15 muertos: 11 en la RM, 2 en Coquimbo, 1 Talcahuano, 1 Curicó.

0 renuncias.

#QueSeVayanLosMilicos",
3231,1186680872994594818,Tue Oct 22 16:29:02 +0000 2019,aliciacristinar,,Tue Oct 22 16:18:30 +0000 2019,"RT @oleajeperpetuo: #AbajoElGobierno En Chile, abajo el modelo. 

#EstoPasaEnChileً 
#RenunciaPiñera 
#renunciapineira 
#QueSeVayanLosMilic…",
3250,1186680876127719424,Tue Oct 22 16:29:02 +0000 2019,SirHxrry,Chile,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3256,1186680877348249602,Tue Oct 22 16:29:03 +0000 2019,Juantaxilo58,"Ciudad Bolivar, Venezuela",Mon Oct 21 22:45:26 +0000 2019,"RT @wjsnsana: que fuertes son sus palabras, todos lo habiamos leido pero nunca lo habiamos vivido y todo esto obra de @sebastianpinera QUE…",
3297,1186680887120977920,Tue Oct 22 16:29:05 +0000 2019,the_wrongirl,Another Galaxy,,@sebastianpinera no crees que es mucho? #EstoPasaEnChileً,
3321,1186680895031390208,Tue Oct 22 16:29:07 +0000 2019,pidocastigo,Santiago,Tue Oct 22 01:46:45 +0000 2019,RT @danieljadue: Esto ya sobrepasó todo. Militares descontrolados disparando a los edificios de Av. Perú en Recoleta. @sebastianpinera debe…,
3322,1186680895455055872,Tue Oct 22 16:29:07 +0000 2019,LarryRealHoy,,Tue Oct 22 16:17:13 +0000 2019,RT @burgos_parra: @danielstingo @fersuperlativo Son muy soberbios.... necesitan el poder.... nunca van a renunciar.... hay que echarlos...…,
3334,1186680902493061120,Tue Oct 22 16:29:09 +0000 2019,swiftinyourarea,always with u @chaelisaslover,Tue Oct 22 02:32:14 +0000 2019,RT @kenytacastrito: Encontré esta foto no sé dónde 😅 pero está buenísima #EstoPasaEnChileً #PiñeraDictador #renunciapiñera y de pasaita te…,
3337,1186680902455312386,Tue Oct 22 16:29:09 +0000 2019,_Kkate_,,Tue Oct 22 16:17:41 +0000 2019,"RT @IAmAmarok: @sebastianpinera @baradit @ValdebenitoNata @anatijoux @AnaMariaGazmuri @ConySchon 2. Registra la evidencia con tu celular

L…",
3363,1186680910164480000,Tue Oct 22 16:29:11 +0000 2019,JulioUribe_Ing,Valdivia - Chile 🇨🇱🏳️‍🌈,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3409,1186680923112128517,Tue Oct 22 16:29:14 +0000 2019,Sopaipa14,,Tue Oct 22 14:35:18 +0000 2019,"RT @CSan003: Siii no si no, en Chillan somos muy tranquilitos si, no es para tanto, somos muuuuy trabquilos, si. 
#pinerarenuncia #FuerzaCh…",
3424,1186680925503049728,Tue Oct 22 16:29:14 +0000 2019,SebatannXD,"Santiagay, Chilezuela",Tue Oct 22 16:13:57 +0000 2019,"RT @Juacolilo: ¡Que hermosa ilustración me encontré en instagram! 
@art.ratz🔥🔥❤❤
#renunciapiñera https://t.co/rwu1qndJfa",
3437,1186680928611028992,Tue Oct 22 16:29:15 +0000 2019,Pato_conce,,Mon Oct 21 23:56:00 +0000 2019,"RT @SandovalLecaros: Importante.
#piñeradictador https://t.co/DFkMgQ4ys5",
3476,1186680940296314881,Tue Oct 22 16:29:18 +0000 2019,pia_llanquilef,Santiago,Tue Oct 22 03:50:09 +0000 2019,"RT @BienDije: A él lo asesinaron en Curicó, ciudad sin toque de queda. #piñeradictador #piñerarenuncia https://t.co/9dEW1871wS",
3497,1186680945358917632,Tue Oct 22 16:29:19 +0000 2019,mevo74,Santiago de Chile,Tue Oct 22 15:57:49 +0000 2019,"RT @ignacio00005: Vieja qlia, defendiendo lo indefendible, a nadie se le ocurre esa analogía de ese audio🙄🙄 #EstoPasaEnChileً  #renunciapin…",
3498,1186680945534996480,Tue Oct 22 16:29:19 +0000 2019,solomassi,,,"@sebastianpinera ASESINO!!!
#RenunciaPiñera #RenunciaHutt #noestamosengerra",
3504,1186680946990424065,Tue Oct 22 16:29:19 +0000 2019,lunax_venuz,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3510,1186680948391329793,Tue Oct 22 16:29:20 +0000 2019,Bangtaneskiusmi,"Chile,Santiago",Tue Oct 22 16:10:33 +0000 2019,RT @LuisAOCx: #RenunciaPiñera #QueSeVayanLosMilicos #EstoPasaEnChileً  #renunciapineira #ParoNacional ¡VIVA CHILE MIERDA! 🇨🇱 https://t.co/C…,
3530,1186680954120802317,Tue Oct 22 16:29:21 +0000 2019,mlucy944,,Tue Oct 22 08:58:53 +0000 2019,RT @amaurichamorro: Policía chilena robándose televisores. ¿Qué dirá @sebastianpinera? https://t.co/Fwq4vnPZwL,
3533,1186680955928567808,Tue Oct 22 16:29:22 +0000 2019,_v_a_94,Chile,Tue Oct 22 00:53:54 +0000 2019,RT @luna_lalin: Deberían tirar un proyecto de ley para que los bomberos tengan sueldo. Ellos si ayudan al país #EstoPasaEnChileً #piñeradic…,
3536,1186680957245505538,Tue Oct 22 16:29:22 +0000 2019,ElRodr160,,Tue Oct 22 16:17:13 +0000 2019,RT @burgos_parra: @danielstingo @fersuperlativo Son muy soberbios.... necesitan el poder.... nunca van a renunciar.... hay que echarlos...…,
3573,1186680965776711686,Tue Oct 22 16:29:24 +0000 2019,monsereales,Santiago de Chile,Tue Oct 22 16:28:35 +0000 2019,"RT @Seguelazo: 15 muertos: 11 en la RM, 2 en Coquimbo, 1 Talcahuano, 1 Curicó.

0 renuncias.

#QueSeVayanLosMilicos",
3591,1186680970696646656,Tue Oct 22 16:29:25 +0000 2019,NOELIAMENDOZA19,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3607,1186680974131765249,Tue Oct 22 16:29:26 +0000 2019,claudiarhoz,"Vitacura, Chile",Tue Oct 22 15:49:43 +0000 2019,"RT @RebecaGaeteS: ¿Así o más claro?
¡Adiós General, Adiós Sebastián!
#renunciapineira 
#RenunciaPiñera 

Funcionarias y funcionarios de la…",
3646,1186680982465843200,Tue Oct 22 16:29:28 +0000 2019,Vi_Mesi,,Tue Oct 22 00:22:54 +0000 2019,RT @oskar125: La ''Democracia'' Pinochetista de @sebastianpinera y el Consentimiento de la @OEA_oficial @ONU_es @mbachelet ven como masacra…,
3663,1186680984646889474,Tue Oct 22 16:29:28 +0000 2019,trigorosa,Chile,Tue Oct 22 14:04:01 +0000 2019,RT @LuciaDammert: Podriamos hacer la lista de gente que ha renunciado al gobierno? Alguien??? #ChileDesperto #EstadoDeEmergencia,
3669,1186680985255120896,Tue Oct 22 16:29:29 +0000 2019,mevo74,Santiago de Chile,Tue Oct 22 15:57:32 +0000 2019,RT @d_lauz: MALDITOS PACOS !!! #renunciapineira https://t.co/C9rObjCrCK,
3693,1186680990665715712,Tue Oct 22 16:29:30 +0000 2019,lunadibracco,,Tue Oct 22 04:00:08 +0000 2019,"RT @Asdfg4417: esto fue en Coronel, Concepción
De sus casas se los llevan
#piñeraDictador https://t.co/FvayVnObox",
3701,1186680991756247041,Tue Oct 22 16:29:30 +0000 2019,sibriancg,,Tue Oct 22 03:29:56 +0000 2019,RT @DrodriguezVen: Es lamentable q violación descarada y masiva de los DDHH en la dictadura pinochetista de @sebastianpinera cuente con la…,
3717,1186680995082317826,Tue Oct 22 16:29:31 +0000 2019,Gaprach,,Tue Oct 22 16:28:45 +0000 2019,RT @IAmAmarok: @sebastianpinera @baradit @ValdebenitoNata @anatijoux @AnaMariaGazmuri @ConySchon @eldesconcierto @biobio @PiensaPrensa @gon…,
3776,1186681010810953729,Tue Oct 22 16:29:35 +0000 2019,PriscyRiveros,,Tue Oct 22 01:46:45 +0000 2019,RT @danieljadue: Esto ya sobrepasó todo. Militares descontrolados disparando a los edificios de Av. Perú en Recoleta. @sebastianpinera debe…,
3808,1186681017773506563,Tue Oct 22 16:29:36 +0000 2019,TGr1s,"Antofagasta, Chile",Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
3816,1186681019723857920,Tue Oct 22 16:29:37 +0000 2019,RubenFe42023998,,Mon Oct 21 21:46:05 +0000 2019,RT @CrbzOficial: A quemarropa contra gente desarmada: así actúa el ejército chileno lanzado a la calle por @sebastianpinera después de que…,
3838,1186681025520439296,Tue Oct 22 16:29:38 +0000 2019,jaesunrisse,got7;bts;bigbang;bp;shinee;skz,Tue Oct 22 02:41:32 +0000 2019,RT @robiogen: Que el mundo sepa que Piñera es un dictador ! #piñeradictador #chileprotestas https://t.co/33eRr9ord8,
3891,1186681036689809408,Tue Oct 22 16:29:41 +0000 2019,israel24Y,"Baja California,Mexico.",Tue Oct 22 13:57:30 +0000 2019,RT @JRioboVTV: #PiñeraCriminal esta es la brutal represión de los carabineros en Chile. Este ataque lo ordenó @sebastianpinera que en todo…,
3904,1186681037998481409,Tue Oct 22 16:29:41 +0000 2019,papiricky69,Chile ,,@sebastianpinera como chuxha puedes seguir aguantando q tus perros nos sigan maltratando fuera piñera renuncia ya n… https://t.co/PKZiQpOEWK,@sebastianpinera como chuxha puedes seguir aguantando q tus perros nos sigan maltratando fuera piñera renuncia ya no eres un presidente del pueblo solo estas con los ricos fuera renuncia piñera
3922,1186681042536673280,Tue Oct 22 16:29:42 +0000 2019,gracielap2018,,Tue Oct 22 10:23:11 +0000 2019,"RT @patoilogica: ¿Lloré? Lloré.
#piñerarenuncia https://t.co/60sLbPvmFs",
3933,1186681044369657856,Tue Oct 22 16:29:43 +0000 2019,SofiaVaisman,"London, England",Tue Oct 22 14:43:53 +0000 2019,"RT @Chileokulto: #EstoPasaEnChileً
Maestros se ríen de @sebastianpinera y realizan performance con dichos ""Estamos en guerra"" 
Solo un dato…",
3956,1186681050338078720,Tue Oct 22 16:29:44 +0000 2019,ElirCarvajal,,Tue Oct 22 14:44:28 +0000 2019,"RT @TottiAlba: Alcalde de Curicó exige e estos momentos en @adnradiochile la renuncia de Ministro del Interior, x asesinato de Jose Miguel…",
3960,1186681051114102784,Tue Oct 22 16:29:44 +0000 2019,XAIER05,santiago ,,#piñerarenuncia y da la cara al pais...no mandes a la monga al choque!!,
